inventors_id,time_window,patent_id,time_window_num,patent_num_time_window,total_patent_num,total_patent_num_no_overlap,group,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth,domain
fl:an_ln:lokshin-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2014, 2019), (2015, 2020)]","[[7835863, 7945386, 8249804], [7945386, 8249804], [8249804], [10213137], [10213137]]",5,"[3, 2, 1, 1, 1]",8,4,cn,0.9564457535743712,6.279026985168457,7.279218673706055,4.968904972076416,3.743697702884674,G01-1
fl:an_ln:lopezgirona-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8119421], [8119421, 9365640], [8119421, 9365640], [10047151, 9365640, '9857359'], [10047151, 9365640, '9857359'], [10047151, 9365640, '9857359']]",6,"[1, 2, 2, 3, 3, 3]",14,4,cn,1.2515641450881958,3.325934171676636,5.942091941833496,2.2063796520233154,1.1047591765721592,G01-1
fl:an_ln:lowery-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9719343], [10156134, 9719343], [10156134, 9719343], [10156134, 9719343]]",4,"[1, 2, 2, 2]",7,2,cn,0.5826539993286133,1.0091862678527832,2.0183725357055664,0.6727908253669739,0.1349687576293945,G01-1
fl:an_ln:lugade-1,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[7795040, 8124943, 8153440], [8124943, 8153440], [8124943, 8153440]]",3,"[3, 2, 2]",7,3,cn,0.4020454883575439,1.137156367301941,1.7057346105575562,0.8528673052787781,0.1700401306152343,G01-1
fl:an_ln:macginitie-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7829868, 8791429], [8791429], [8791429], [10018642, 8791429], [10018642, 8791429], [10018642]]",6,"[2, 1, 1, 2, 2, 1]",9,3,cn,0.1101197227835655,0.1512610912322998,0.317648321390152,0.0453783571720123,0.003250241279602,G01-1
fl:an_ln:kehoe-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8504318], [8504318, 9410834], [8504318, 9410834, 9739655, 9810377], [10048105, 8504318, 9410834, 9739655, 9810377], [10048105, 9410834, 9739655, 9810377], [10048105, 9410834, 9739655, 9810377]]",6,"[1, 2, 4, 5, 4, 4]",20,5,cn,1.4049081802368164,2.2724788188934326,5.083737850189209,0.8848559260368347,0.6140426794687812,G01-1
fl:an_ln:gaitas-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[8156568, 8394625], [8156568, 8394625], [8156568, 8394625], [8394625]]",4,"[2, 2, 2, 1]",7,2,cn,1.3481838703155518,2.335122585296631,4.67024564743042,1.556748390197754,0.71735680103302,G01-1
fl:an_ln:gandhi-4,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9365640], [9365640, 9587281], [10047151, 9365640, 9587281], [10047151, 9365640, 9587281], [10047151, 9365640, 9587281]]",5,"[1, 2, 3, 3, 3]",12,3,cn,0.91314297914505,0.9893653988838196,2.4734137058258057,0.2748237252235412,0.1652443408966064,G01-1
fl:an_ln:gannepalli-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8370960], [8370960], [8370960, 9604846], [8370960, 9604846], [9604846], [9604846]]",6,"[1, 1, 2, 2, 1, 1]",8,2,cn,2.364767074584961,3.344287157058716,5.016429901123047,1.451320599699102e-06,1.499981085459396,G01-1
fl:an_ln:garland-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7679356, 8076926, 8198884, 8269481, 8456152, 8456153], [8076926, 8198884, 8269481, 8456152, 8456153, 9347975], [8198884, 8269481, 8456152, 8456153, 9347975, 9739803], [8456152, 8456153, 9347975, 9739803], [10191087, 9347975, 9739803], [10191087, 9347975, 9739803]]",6,"[6, 6, 6, 4, 3, 3]",28,9,cn,0.8217195868492126,2.222283124923706,3.2418603897094727,1.1541072130203247,0.5042527119318692,G01-1
fl:an_ln:gellatly-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8135506, 8260550, 8942918, 9177474], [8135506, 8260550, 8942918, 9177474], [8135506, 8260550, 8942918, 9177474, 9598070], [8942918, 9177474, 9598070], [8942918, 9177474, 9598070], [8942918, 9177474, 9598070]]",6,"[4, 4, 5, 3, 3, 3]",22,5,cn,0.2963166236877441,1.560386300086975,1.9371511936187744,1.0968232154846191,0.2339458465576172,G01-1
fl:an_ln:ghetler-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9739661], [9739661], [10184835, 9739661], [10184835, 9739661]]",4,"[1, 1, 2, 2]",6,2,cn,0.0,1.845542430877685,1.845542430877685,1.845542430877685,0.3417015075683594,G01-1
fl:an_ln:gibbs-6,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9137171, 9210728], [9137171, 9210728], [9137171, 9210728], [9137171, 9210728], [9137171, 9210728], [9137171, 9210728]]",6,"[2, 2, 2, 2, 2, 2]",12,2,cn,0.0,1.0975682016578503e-06,1.0975682016578503e-06,1.0975682016578503e-06,0.0,G01-1
fl:an_ln:gindilis-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8232109], [8232109], [8232109, 9683258], [9683258], [9683258], [9683258]]",6,"[1, 1, 2, 1, 1, 1]",7,2,cn,1.4945521354675293,3.736380815505981,5.230932712554932,0.7472760677337646,1.4267253875732422,G01-1
fl:an_ln:goldberg-5,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8494771, 9222791], [8494771, 9222791], [8494771, 9222791, 9576073, 9612128], [8494771, 9222791, 9576073, 9612128], [9222791, 9576073, 9612128], [9222791, 9576073, 9612128]]",6,"[2, 2, 4, 4, 3, 3]",18,4,cn,0.7751767635345459,1.7825473546981812,2.515817880630493,0.7101612091064453,0.3497457504272461,G01-1
fl:an_ln:golding-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7831387, 7920968, 8478515, 8682574], [7920968, 8478515, 8682574, 9297663], [8478515, 8682574, 9297663, 9810544, 9810545], [10126141, 8478515, 8682574, 9297663, 9810544, 9810545], [10126141, 8682574, 9297663, 9810544, 9810545], [10126141, 9297663, 9810544, 9810545]]",6,"[4, 4, 5, 6, 5, 4]",28,8,cn,0.8440937399864197,1.844958662986756,3.5818872451782227,0.8031054139137268,0.3681192795435635,G01-1
fl:an_ln:gole-2,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[8129199, 8241922], [8129199, 8241922], [8129199, 8241922]]",3,"[2, 2, 2]",6,2,cn,0.0,9.072611533156304e-07,9.072611533156304e-07,9.072611533156304e-07,0.0,G01-1
fl:an_ln:goncalvez-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9273121], [9273121, 9783596], [9273121, 9783596], [9273121, 9783596], [9273121, 9783596]]",5,"[1, 2, 2, 2, 2]",9,2,cn,4.897506755696668e-07,1.065957576429355e-06,2.045458813881851e-06,8.21082267066231e-07,0.0,G01-1
fl:an_ln:goodenough-2,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9605080], [10100129, 9605080], [10100129, 10167343, 9605080], [10100129, 10167343, 9605080]]",4,"[1, 2, 3, 3]",9,3,cn,0.3006412386894226,0.4050089716911316,0.8100180625915527,0.1157168447971344,0.0248755017916408,G01-1
fl:an_ln:gosis-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8029191, 8070358], [8029191, 8070358], [9645058], [9645058], [9645058], [9645058]]",6,"[2, 2, 1, 1, 1, 1]",8,3,cn,1.7515989542007446,4.954269409179688,7.431404113769531,3.7157018184661865,2.469813028971359,G01-1
fl:an_ln:gadgil-1,"[(2014, 2019), (2015, 2020)]","[[10176723, 10176724], [10176723, 10176724]]",2,"[2, 2]",4,2,cn,0.0,0.0,0.0,0.0,-5.960464477539063e-06,G01-1
fl:an_ln:kaye-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8586371], [8586371, 9256713], [8586371, 9256713], [8586371, 9256713], [9256713], [9256713]]",6,"[1, 2, 2, 2, 1, 1]",9,2,cn,2.520270586013794,3.461857795715332,7.269901752471924,1.0385574102401731,1.6116275389989312,G01-1
fl:an_ln:elskamp-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8875645, 9168990], [8875645, 9168990], [8875645, 9168990], [8875645, 9168990], [8875645, 9168990], [9168990]]",6,"[2, 2, 2, 2, 2, 1]",11,2,cn,0.1344423145055771,0.1503110080957412,0.4509331583976745,0.0901865735650062,0.003556410471603,G01-1
fl:an_ln:erickson-7,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9366695], [9366695, 9797922], [9366695, 9797922], [9366695, 9797922], [9366695, 9797922]]",5,"[1, 2, 2, 2, 2]",9,2,cn,0.3803429305553436,0.5071238875389099,1.2678097486495972,0.3169524371623993,0.0374114513397216,G01-1
fl:an_ln:fabrikant-1,"[(2010, 2015), (2011, 2016), (2014, 2019), (2015, 2020)]","[[7821654, 7876440, 7933016], [7876440, 7933016], [10179070], [10179070]]",4,"[3, 2, 1, 1]",7,4,cn,0.3089722096920013,5.011532306671143,5.52677059173584,4.7034173011779785,2.4838129679362027,G01-1
fl:an_ln:fadell-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7714265, 7728316, 8195313, 8280536, 8478447, 8536507, 8829414, 8924027, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598], [8195313, 8280536, 8478447, 8536507, 8829414, 8924027, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598, 9234668, 9235976, 9251696, 9291359, 9332616, 9349273, 9430933, 9460600], [8195313, 8280536, 8478447, 8536507, 8829414, 8924027, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598, 9234668, 9235976, 9251696, 9291359, 9332616, 9349273, 9430933, 9460600, 9535589, 9552718, 9568370, 9613525, 9626858, 9646480, 9691258, 9720585, 9740385, 9766606], [10002523, 10041690, 10042418, 10048852, 10078319, 10121364, 10140849, 8478447, 8536507, 8829414, 8924027, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598, 9234668, 9235976, 9251696, 9291359, 9332616, 9349273, 9430933, 9460600, 9535589, 9552718, 9568370, 9613525, 9626858, 9646480, 9691258, 9720585, 9740385, 9766606, '9857961', '9997058'], [10002523, 10041690, 10042418, 10048852, 10078319, 10121364, 10140849, 8829414, 8924027, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598, 9234668, 9235976, 9251696, 9291359, 9332616, 9349273, 9430933, 9460600, 9535589, 9552718, 9568370, 9613525, 9626858, 9646480, 9691258, 9720585, 9740385, 9766606, '9857961', '9997058'], [10002523, 10041690, 10042418, 10048852, 10078319, 10121364, 10140849, 8994540, 8998102, 9007222, 9026232, 9104211, 9175868, 9189946, 9194598, 9234668, 9235976, 9251696, 9291359, 9332616, 9349273, 9430933, 9460600, 9535589, 9552718, 9568370, 9613525, 9626858, 9646480, 9691258, 9720585, 9740385, 9766606, '9857961', '9997058']]",6,"[16, 22, 32, 39, 37, 35]",181,43,cn,0.4964942932128906,0.9312644004821776,1.979225754737854,0.4766706526279449,0.1075949271519931,G01-1
fl:an_ln:feldman-7,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9353396], [9353396, 9696295], [9353396, 9696295], [9353396, 9696295], [9353396, 9696295]]",5,"[1, 2, 2, 2, 2]",9,2,cn,1.2525324821472168,1.6700435876846311,4.175108432769775,1.0437772274017334,0.397728681564331,G01-1
fl:an_ln:feltham-2,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9405029, 9482773], [9405029, 9482773], [9405029, 9482773], [9405029, 9482773], [9405029, 9482773]]",5,"[2, 2, 2, 2, 2]",10,2,cn,0.0,6.157502525638847e-07,6.157502525638847e-07,6.157502525638847e-07,5.960464477539063e-06,G01-1
fl:an_ln:ferrie-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7682802, 7816096, 7871811, 8129198, 8148092, 8338116, 8703428, 8852876], [7871811, 8129198, 8148092, 8338116, 8703428, 8852876], [8129198, 8148092, 8338116, 8703428, 8852876], [8703428, 8852876], [10203320, 8703428, 8852876], [10203320]]",6,"[8, 6, 5, 2, 3, 1]",25,9,cn,1.5477032661437988,3.024087905883789,6.2712016105651855,1.624003529548645,1.0536742210388184,G01-1
fl:an_ln:feszthammer-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7813222, 8982810], [8982810], [8982810], [8982810], [8982810], [8982810]]",6,"[2, 1, 1, 1, 1, 1]",7,2,cn,0.6223320364952087,0.6957883834838867,2.087364912033081,0.4174729883670807,0.076500574747726,G01-1
fl:an_ln:fischer-29,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[7914462, 8088329], [7914462, 8088329], [8088329]]",3,"[2, 2, 1]",5,2,cn,0.0618948750197887,0.1750652641057968,0.2625978291034698,0.1312989741563797,0.0039756298065185,G01-1
fl:an_ln:fleig-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019)]","[[8148083, 8580525, 8828674], [8148083, 8580525, 8828674], [8148083, 8580525, 8828674], [8580525, 8828674], [8828674]]",5,"[3, 3, 3, 2, 1]",12,3,cn,1.0990321636199951,2.2349753379821777,4.405841827392578,1.5810039043426514,0.5817541480064392,G01-1
fl:an_ln:florean-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8902939], [8902939], [8902939], [10014652, 8902939], [10014652, 8902939], [10014652]]",6,"[1, 1, 1, 2, 2, 1]",8,2,cn,0.0,1.1805497024397482e-06,1.1805497024397482e-06,1.1805497024397482e-06,0.0,G01-1
fl:an_ln:foland-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7831012, 7903781, 9069092], [7903781, 9069092], [9069092], [10119923, 9069092], [10119923, 9069092], [10119923, 9069092]]",6,"[3, 2, 1, 2, 2, 2]",12,4,cn,0.7116268277168274,2.5606894493103027,3.562682867050171,1.8660327196121216,0.6453748544057163,G01-1
fl:an_ln:fox-8,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9739616], [9739616], [10168160, 10175049, 9739616], [10168160, 10175049, 9739616]]",4,"[1, 1, 3, 3]",8,3,cn,0.0,1.7220734357833862,1.7220734357833862,1.7220734357833862,0.2887288729349819,G01-1
fl:an_ln:goyal-8,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7995481, 8154990, 8416688, 9131014], [7995481, 8154990, 8416688, 9131014], [8154990, 8416688, 9131014], [10084895, 8416688, 9131014], [10084895, 9131014], [10084895, 9131014]]",6,"[4, 4, 3, 3, 2, 2]",18,5,cn,0.5397045016288757,2.621816396713257,3.2545275688171387,1.6821247339248655,0.6549763679504395,G01-1
fl:an_ln:graham-9,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7953549, 8260667, 8620585], [7953549, 8260667, 8620585], [8260667, 8620585], [10132930, 8620585], [10132930], [10132930]]",6,"[3, 3, 2, 2, 1, 1]",12,4,cn,0.8526468873023987,4.081557273864746,5.059805393218994,2.5669047832489014,1.5463711818059238,G01-1
fl:an_ln:hossain-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8586936, 9121953], [8586936, 9121953, 9335423], [8586936, 9121953, 9335423], [8586936, 9121953, 9335423], [9121953, 9335423], [9121953, 9335423]]",6,"[2, 3, 3, 3, 2, 2]",15,3,cn,0.9198941588401794,1.7126599550247192,3.114497900009156,0.8301792740821838,0.3563984235127861,G01-1
fl:an_ln:howard-4,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8849483, 8989948], [8849483, 8989948], [8849483, 8989948, 9816812], [8849483, 8989948, 9816812], [8849483, 8989948, 9816812], [8989948, 9816812]]",6,"[2, 2, 3, 3, 3, 2]",15,3,cn,1.0105022192001345,0.9038214683532716,2.711463212966919,1.0270889561070362e-06,0.1617759466171264,G01-1
fl:an_ln:huebner-1,"[(2013, 2018), (2014, 2019), (2015, 2020)]","[[10048113, 10145881], [10048113, 10145881], [10048113, 10145881]]",3,"[2, 2, 2]",6,2,cn,0.0,1.0170025461775367e-06,1.0170025461775367e-06,1.0170025461775367e-06,-5.960464477539063e-06,G01-1
fl:an_ln:huntington-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9121762], [9121762, 9269845], [9121762, 9269845, 9553216, 9835490], [9121762, 9269845, 9553216, 9835490], [9121762, 9269845, 9553216, 9835490], [9121762, 9269845, 9553216, 9835490]]",6,"[1, 2, 4, 4, 4, 4]",19,4,cn,1.0307115316390991,1.1566845178604126,3.461409330368042,0.6872018575668335,0.214279294013977,G01-1
fl:an_ln:inglis-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9018594], [9018594], [9018594, 9557423], [9018594, 9557423], [9018594, 9557423], [9018594, 9557423]]",6,"[1, 1, 2, 2, 2, 2]",10,2,cn,0.7350163459777832,2.078940153121948,3.118410348892212,1.559205174446106,0.4505133628845215,G01-1
fl:an_ln:irish-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9766349], [9766349], [10175363, 9766349], [10175363, 9766349]]",4,"[1, 1, 2, 2]",6,2,cn,0.0,0.0,0.0,0.0,0.0,G01-1
fl:an_ln:jain-26,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9052281], [9052281], [9052281, 9633442, 9755041], [9052281, 9633442, 9755041], [9052281, 9633442, 9755041], [9052281, 9633442, 9755041]]",6,"[1, 1, 3, 3, 3, 3]",14,3,cn,0.94714093208313,2.678919076919556,4.018378734588623,2.0091893672943115,0.7204929987589566,G01-1
fl:an_ln:jakupi-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9262487], [9262487, 9671502], [10054688, 9262487, 9671502], [10054688, 9262487, 9671502], [10054688, 9262487, 9671502]]",5,"[1, 2, 3, 3, 3]",12,3,cn,1.0505549907684326,1.8922922611236568,3.99304723739624,1.3546372652053833,0.4375368356704712,G01-1
fl:an_ln:jaramillobotero-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9090936], [9090936, 9234882, 9488636], [9090936, 9234882, 9488636], [9090936, 9234882, 9488636], [9090936, 9234882, 9488636], [9090936, 9234882, 9488636]]",6,"[1, 3, 3, 3, 3, 3]",16,3,cn,0.6017666459083557,0.6727954745292664,2.0183866024017334,0.4036772847175598,0.07229745388031,G01-1
fl:an_ln:johnson-18,"[(2010, 2015), (2011, 2016)]","[[7728971, 7948620], [7948620]]",2,"[2, 1]",3,2,cn,0.0,0.1605270504951477,0.1605270504951477,0.1605270504951477,0.0038594007492065,G01-1
fl:an_ln:jones-85,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9445702], [9445702, 9706891], [9445702, 9706891], [10213081, 9445702, 9706891], [10213081, 9445702, 9706891]]",5,"[1, 2, 2, 3, 3]",11,3,cn,3.235143992696976e-07,1.4728482256032294e-06,2.1042069420218468e-06,1.2358874528217711e-06,5.960464477539063e-06,G01-1
fl:an_ln:kachurin-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8778347, 8962256], [8778347, 8962256], [8778347, 8962256, 9541545, 9566250], [8778347, 8962256, 9541545, 9566250], [8778347, 8962256, 9541545, 9566250], [8962256, 9541545, 9566250]]",6,"[2, 2, 4, 4, 4, 3]",19,4,cn,0.5567643046379089,1.5028470754623413,2.1440701484680176,0.9537590146064758,0.2367512385050361,G01-1
fl:an_ln:kaliszek-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[7697143, 8422024], [8422024], [8422024], [8422024]]",4,"[2, 1, 1, 1]",5,2,cn,0.8207943439483643,1.4216574430465698,2.8433151245117188,0.9477716684341432,0.2638310194015503,G01-1
fl:an_ln:kasten-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9823184], [9823184], [10208587, 9823184], [10208587, 9823184]]",4,"[1, 1, 2, 2]",6,2,cn,0.0,2.6956138610839844,2.6956138610839844,2.6956138610839844,0.721286733945206,G01-1
fl:an_ln:hosford-2,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9773320, 9824441], [9773320, 9824441], [9773320, 9824441], [9773320, 9824441]]",4,"[2, 2, 2, 2]",8,2,cn,0.0,0.0,0.0,0.0,-5.960464477539063e-06,G01-1
fl:an_ln:holmes-16,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9739710], [9739710], [10190978, 9739710], [10190978, 9739710]]",4,"[1, 1, 2, 2]",6,2,cn,9.714368331970037e-08,0.2227062731981277,0.2227063775062561,0.2227061837911605,0.0048165520032199,G01-1
fl:an_ln:grinberg-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8618791, 8872113, 9083946], [8618791, 8872113, 9083946], [8618791, 8872113, 9083946], [8618791, 8872113, 9083946], [8872113, 9083946], [9083946]]",6,"[3, 3, 3, 3, 2, 1]",15,3,cn,1.014145016670227,2.132449150085449,4.169146060943604,1.4808577299118042,0.5100514491399082,G01-1
fl:an_ln:gruber-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8972218], [8972218, 9429550], [8972218, 9429550], [8972218, 9429550], [8972218, 9429550], [8972218, 9429550]]",6,"[1, 2, 2, 2, 2, 2]",11,2,cn,0.0,1.0984326763718857e-06,1.0984326763718857e-06,1.0984326763718857e-06,-5.960464477539063e-06,G01-1
fl:an_ln:gupta-20,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9036153], [9036153, 9411013, 9470633, 9494485, 9500517], [9036153, 9411013, 9470633, 9494485, 9500517, 9606552, 9651485], [10054608, 10119858, 9036153, 9411013, 9470633, 9494485, 9500517, 9606552, 9651485], [10054608, 10119858, 10168218, 9036153, 9411013, 9470633, 9494485, 9500517, 9606552, 9651485], [10054608, 10119858, 10168218, 9036153, 9411013, 9470633, 9494485, 9500517, 9606552, 9651485]]",6,"[1, 5, 7, 9, 10, 10]",42,10,cn,1.753536343574524,2.713209867477417,6.589959144592285,1.4350128173828125,0.9478900829951016,G01-1
fl:an_ln:guttman-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[8163152, 8512959], [8163152, 8512959], [8163152, 8512959], [8512959]]",4,"[2, 2, 2, 1]",7,2,cn,1.0713598728179932,1.855649709701538,3.711299419403076,1.2370997667312622,0.4445195198059082,G01-1
fl:an_ln:hahnwindgassen-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9513264], [9513264, 9658195, 9766207], [9513264, 9658195, 9766207], [9513264, 9658195, 9766207], [9513264, 9658195, 9766207]]",5,"[1, 3, 3, 3, 3]",13,3,cn,0.7315167784690857,0.975355625152588,2.4383890628814697,0.6095972657203674,0.138791799545288,G01-1
fl:an_ln:haridass-1,"[(2010, 2015), (2011, 2016)]","[[7667470, 7813266, 7930129], [7930129]]",2,"[3, 1]",4,3,cn,0.0,2.704842567443848,2.704842567443848,2.704842567443848,1.1087119579315186,G01-1
fl:an_ln:hautzik-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8044857, 8154445], [8044857, 8154445], [8154445, 9829558], [10024946, 9829558], [10024946, 9829558], [10024946, 9829558]]",6,"[2, 2, 2, 2, 2, 2]",12,4,cn,1.3128297328948977,3.751894235610962,5.143387794494629,1.2124348878860474,1.4252744118372649,G01-1
fl:an_ln:hawthorn-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7894300, 8532928, 8892362], [7894300, 8532928, 8892362, 9335435], [8532928, 8892362, 9335435], [8532928, 8892362, 9335435], [8892362, 9335435], [9335435]]",6,"[3, 4, 3, 3, 2, 1]",16,4,cn,0.5128484964370728,1.28437602519989,2.3393988609313965,0.9632819890975952,0.1721173524856567,G01-1
fl:an_ln:hibbs-1,"[(2010, 2015), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7731826], [10012752, 10036825, 10082546, 10114141], [10012752, 10036825, 10082546, 10114141], [10012752, 10036825, 10082546, 10114141]]",4,"[1, 4, 4, 4]",13,5,cn,2.441593647003174,4.228964328765869,8.457928657531738,2.819309711456299,2.45259553194046,G01-1
fl:an_ln:hill-22,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7940384, 8441639, 8873054, 8896832, 8947521, 9080971], [7940384, 8441639, 8873054, 8896832, 8947521, 9080971], [8441639, 8873054, 8896832, 8947521, 9080971], [8441639, 8873054, 8896832, 8947521, 9080971], [10203247, 8873054, 8896832, 8947521, 9080971], [10203247, 8947521, 9080971]]",6,"[6, 6, 5, 5, 5, 3]",30,7,cn,0.525090217590332,1.1182401180267334,2.2876596450805664,0.8248249292373657,0.1436630884806362,G01-1
fl:an_ln:mcdowell-5,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8143896, 8339135, 8384381, 8698494, 8710836, 9194921], [8143896, 8339135, 8384381, 8698494, 8710836, 9194921, 9261470, 9389225], [8143896, 8339135, 8384381, 8698494, 8710836, 9194921, 9261470, 9389225], [8384381, 8698494, 8710836, 9194921, 9261470, 9389225], [8698494, 8710836, 9194921, 9261470, 9389225], [9194921, 9261470, 9389225]]",6,"[6, 8, 8, 6, 5, 3]",36,8,cn,0.6815714836120605,1.0452637672424316,2.043726682662964,0.4685437977313995,0.1432089010874477,G01-1
fl:an_ln:mcguire-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7859420, 9163923], [9163923], [9163923], [9163923], [9163923], [9163923]]",6,"[2, 1, 1, 1, 1, 1]",7,2,cn,1.7384908199310305,1.943691730499268,5.831075668334961,1.1662150621414185,0.6325860818227085,G01-1
